姓名,字,日文,简体,拼音,假名,女,異民族,"S01
身體","S01
知力","S01
武力","S01
魅力","S01
運勢","S02
知力","S02
武力","S02
魅力","S03
陸指","S03
水指","S03
武力","S03
知力","S03
政治","S03
魅力","S04
統率","S04
武力","S04
知力","S04
政治","S04
魅力","S05
武力","S05
知力","S05
政治","S05
魅力","S06
統率","S06
武力","S06
知力","S06
政治","S06
魅力","S07
武力","S07
知力","S07
政治","S07
魅力","S08
武力","S08
知力","S08
政治","S08
魅力","S09
統率","S09
武力","S09
知力","S09
政治","S10
統率","S10
武力","S10
知力","S10
政治","S10
魅力","S11
統率","S11
武力","S11
知力","S11
政治","S11
魅力","S12
統率","S12
武力","S12
知力","S12
政治",備註
滿寵,伯寧,満寵,满宠,Mǎn Chǒng,マンチョウ,,,82,55,51,45,68,81,40,92,72,70,38,81,70,94,72,37,81,69,92,57,82,72,86,79,40,78,79,86,72,81,68,76,64,81,85,82,79,53,80,85,87,60,81,86,81,84,64,82,84,80,84,64,82,84,
迷當大王,,迷当大王,迷当大王,Mídāng Dàiwáng,メイトウダイオウ,,羌,,,,,,,,,,,,,,,62,79,34,19,41,80,33,19,38,64,75,32,15,36,68,33,31,30,68,30,32,50,,,,,59,69,15,32,48,,,,,,59,69,21,32,
毛玠,孝先,毛玠,毛玠,Máo Jiè,モウカイ,,,82,20,52,24,18,47,52,53,48,50,57,49,47,52,48,63,47,78,55,60,57,82,60,46,56,56,81,65,27,64,71,57,63,56,79,58,60,41,62,84,65,51,64,80,53,63,39,59,78,61,63,39,60,78,
孟獲,,孟獲,孟获,Mèng Huò,モウカク,,南蠻,96,16,93,50,69,20,89,39,86,72,89,17,6,34,81,90,42,24,57,92,51,19,67,78,92,50,21,81,72,34,36,68,76,35,39,78,75,82,40,39,79,87,45,41,78,76,87,42,45,80,87,87,42,45,
毛炅,,毛炅,毛炅,Máo Jiǒng,モウケイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,72,64,48,,,,,,,,,,,,,,,
孟建,公威,孟建,孟建,Mèng Jiàn,モウケン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,31,80,86,75,,,,,SAN11 家機版限定武將。
孟宗,恭武,孟宗,孟宗,Mèng Zōng,モウソウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,47,72,78,48,48,67,71,55,47,28,72,78,79,,,,,
孟達,子度,孟達,孟达,Mèng Dá,モウタツ,,,82,77,71,68,43,71,72,65,71,70,73,70,58,67,70,72,71,53,47,73,72,51,44,70,66,72,58,16,73,75,59,53,72,74,59,52,72,74,77,64,75,74,79,69,48,75,73,74,66,72,75,73,75,66,
孟坦,,孟坦,孟坦,Mèng Tǎn,モウタン,,,,,,,,,,,62,25,69,53,41,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孟優,,孟優,孟优,Mèng Yōu,モウユウ,,南蠻,89,14,83,42,41,10,82,13,70,26,83,12,5,12,70,82,19,14,28,84,27,10,36,63,79,26,21,65,56,23,22,26,69,23,27,32,63,62,13,15,50,68,8,9,27,50,68,22,18,37,50,68,22,18,
尤突,,尤突,尤突,Yóu Tū,ユウトツ,,山越,,,,,,,,,,,,,,,,,,,,,,,,39,64,48,20,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
俞涉,,兪渉,俞涉,Yú Shè,ユショウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,32,35,43,68,79,31,29,62,79,26,23,29,62,79,24,23,33,62,79,24,23,
楊懷,,楊懐,杨怀,Yáng Huái,ヨウカイ,,,76,45,75,63,42,46,77,65,71,21,75,44,32,60,63,76,45,31,58,76,43,33,50,60,67,40,37,46,63,38,31,36,68,52,53,44,70,71,62,57,63,69,65,63,47,62,68,68,62,53,62,68,68,62,
雍闓,,雍闓,雍闿,Yōng Kǎi,ヨウガイ,,,73,49,76,73,94,46,75,58,70,21,75,44,30,52,55,74,42,30,51,73,51,30,49,58,67,51,34,45,65,38,36,51,71,46,37,46,74,71,63,45,73,67,59,44,50,81,75,54,56,68,73,75,57,56,
楊琦,,楊琦,杨琦,Yáng Qí,ヨウキ,,,,,,,,,,,44,22,47,66,74,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊儀,威公,楊儀,杨仪,Yáng Yí,ヨウギ,,,78,71,23,65,42,70,38,53,73,70,70,61,72,71,72,61,70,72,56,60,71,79,46,67,56,71,75,33,30,78,83,32,42,83,72,33,66,49,83,76,68,44,82,79,17,68,40,82,79,23,68,40,82,79,
楊欣,,楊欣,杨欣,Yáng Xīn,ヨウキン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,63,56,63,65,69,63,56,60,67,63,56,63,61,68,61,58,64,,,,,
羊祜,叔子,羊祜,羊祜,Yáng Hù,ヨウコ,,,,,,,,,,,83,72,46,80,79,74,90,73,80,78,85,83,82,80,86,91,69,80,79,83,82,71,74,81,67,89,86,88,87,69,91,86,87,65,87,85,90,90,64,84,87,89,90,64,84,87,
楊昂,,楊昂,杨昂,Yáng Áng,ヨウコウ,,,,,,,,21,66,23,59,22,65,23,18,20,,,,,,,,,,,,,,,,,,,70,39,36,42,66,70,34,36,65,70,39,34,42,68,72,38,35,42,68,72,38,35,
楊弘,,楊弘,杨弘,Yáng Hóng,ヨウコウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,80,62,44,15,14,75,59,19,17,76,60,51,18,15,76,60,45,33,15,77,60,
楊洪,,楊洪,杨洪,Yáng Hóng,ヨウコウ,,,,,,,,40,17,46,15,5,52,64,52,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊濟,,楊済,杨济,Yáng Jì,ヨウサイ,,,,,,,,,,,,,,,,,61,57,60,63,60,59,61,43,59,,,,,,,,,,,,,,71,66,72,68,69,63,71,68,71,67,68,71,66,64,,,,,
楊氏,,楊氏,杨氏,Yáng Shì,ヨウシ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,42,48,72,,,,,SAN11 家機版限定武將。
楊醜,,楊醜,杨丑,Yáng Chǒu,ヨウシュウ,,,,,,,,,,,60,20,65,48,22,18,,,,,,,,,,,,,,,58,46,38,41,59,43,32,33,56,64,42,25,51,67,43,16,13,52,65,40,22,32,52,65,40,22,
楊秋,,楊秋,杨秋,Yáng Qiū,ヨウシュウ,,,87,36,67,35,47,14,68,39,62,23,66,15,11,37,58,66,17,12,34,71,16,19,31,51,67,16,24,23,67,36,43,61,63,42,51,36,64,67,52,63,66,67,61,57,38,67,64,58,63,42,67,64,60,63,
楊脩,德祖,楊脩,杨脩,Yáng Xiū,ヨウシュウ,,,61,96,24,22,15,91,31,56,28,16,29,73,90,48,32,26,93,83,50,25,92,84,48,18,31,91,82,47,28,90,83,51,19,81,80,36,14,7,81,81,10,7,83,79,44,10,4,83,79,43,25,4,83,79,
楊松,,楊松,杨松,Yáng Sōng,ヨウショウ,,,69,33,53,58,55,34,33,31,26,18,45,57,37,24,32,45,57,39,37,37,39,57,24,15,35,34,65,18,19,31,66,11,11,31,66,11,2,1,34,31,2,4,32,37,2,2,5,28,34,5,17,5,28,34,
楊稷,,楊稷,杨稷,Yáng Jì,ヨウショク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,53,72,67,,,,,,,,,,,,,,,
楊任,,楊任,杨任,Yáng Rèn,ヨウジン,,,,,,,,52,61,51,57,24,62,53,46,52,,,,,,,,,,,,,,,,,,,80,50,45,56,71,77,53,45,71,78,56,43,54,70,78,53,40,56,70,78,56,40,
楊祚,,楊祚,杨祚,Yáng Zuò,ヨウソ,,,,,,,,,,,72,70,63,44,37,40,72,63,45,39,40,64,49,30,38,68,54,60,42,20,58,48,46,50,60,38,44,48,56,63,33,32,54,62,37,36,45,53,61,36,32,41,53,61,36,32,
楊肇,,楊肇,杨肇,Yáng Zhào,ヨウチョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,69,72,71,65,61,67,70,55,70,65,68,62,58,,,,,
楊柏,,楊柏,杨柏,Yáng Bǎi,ヨウハク,,,,,,,,34,59,45,51,20,60,32,23,41,,,,,,,,,,55,54,53,34,17,64,31,36,26,62,31,36,26,38,46,12,21,38,57,10,17,14,44,45,19,26,21,44,45,19,26,
楊彪,文先,楊彪,杨彪,Yáng Biāo,ヨウヒョウ,,,78,69,30,34,31,,,,54,18,57,63,72,74,41,57,62,71,72,41,75,74,83,17,31,72,76,72,28,68,78,71,17,62,78,70,,,,,,,,,,,,,,,,,,,
楊阜,義山,楊阜,杨阜,Yáng Fù,ヨウフ,,,,,,,,,,,65,24,66,59,52,67,,,,,,,,,,,,,,,,,,,56,83,82,75,65,46,87,84,68,55,85,81,77,67,50,83,78,77,67,50,83,78,
楊平,,楊平,杨平,Yáng Píng,ヨウヘイ,,,,,,,,24,70,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吉川英治《三國志》登場人物。
楊鋒,,楊鋒,杨锋,Yáng Fēng,ヨウホウ,,南蠻,,,,,,,,,,,,,,,62,67,23,21,27,70,34,31,34,57,64,36,36,26,50,55,34,43,56,42,40,41,,,,,54,58,48,40,37,54,62,52,40,46,54,62,53,40,
楊奉,,楊奉,杨奉,Yáng Fèng,ヨウホウ,,,79,51,61,77,58,50,62,71,56,21,63,47,29,48,,,,,,,,,,62,78,61,29,71,70,48,16,58,64,43,32,58,59,68,29,21,67,63,34,28,58,66,65,31,14,58,66,65,31,14,
楊密,,楊密,杨密,Yáng Mì,ヨウミツ,,,,,,,,,,,32,14,41,71,78,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊陵,,楊陵,杨陵,Yáng Líng,ヨウリョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,52,46,47,,,,,,,,,,,,,,,,,,,
楊齡,,楊齢,杨龄,Yáng Líng,ヨウレイ,,,,,,,,60,52,54,47,18,48,51,62,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雷銅,,雷銅,雷铜,Léi Tóng,ライドウ,,,84,41,90,47,41,47,87,53,81,75,86,43,31,55,78,86,45,32,54,82,46,31,52,70,77,45,37,50,73,38,35,50,75,38,36,50,70,75,45,42,70,75,41,34,50,69,78,51,37,53,69,78,51,37,
雷薄,,雷薄,雷薄,Léi Báo,ライハク,,,65,42,67,35,62,41,67,19,59,22,65,37,26,14,57,65,39,27,16,65,38,26,15,54,54,33,33,15,56,35,38,14,70,35,33,21,66,73,41,13,63,71,34,8,7,62,70,36,11,15,62,70,36,11,
駱統,公緒,駱統,骆统,Luò Tǒng,ラクトウ,,,,,,,,,,,33,28,41,65,73,32,31,42,66,73,28,61,60,74,76,57,44,69,77,75,70,69,64,68,64,63,67,68,76,64,72,77,75,57,70,75,68,76,58,75,77,77,76,58,75,77,
羅憲,令則,羅憲,罗宪,Luó Xiàn,ラケン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,70,75,70,86,67,75,68,73,85,71,75,72,73,85,70,77,72,
李異,,李異,李异,Lǐ Yì,リイ,,,,,,,,29,80,33,68,45,80,24,18,30,66,81,24,18,32,77,23,18,29,55,75,20,24,26,69,21,25,24,72,32,25,41,66,76,28,25,62,77,21,18,17,59,77,19,18,24,63,77,19,18,
李恢,德昂,李恢,李恢,Lǐ Huī,リカイ,,,,,,,,90,39,80,72,70,70,88,76,78,73,60,86,77,79,51,87,79,81,67,50,79,79,74,69,66,64,68,64,65,72,71,77,65,76,75,76,60,77,76,72,79,65,78,77,80,79,65,79,77,
李傕,稚然,李傕,李傕,Lǐ Què,リカク,,,74,43,46,82,43,41,50,40,49,20,63,42,40,26,47,63,44,40,28,68,34,48,36,56,77,43,15,14,66,45,38,42,69,42,31,30,66,72,29,3,70,74,23,2,10,69,72,24,1,17,69,72,24,1,
李樂,,李楽,李乐,Lǐ Lè,リガク,,,,,,,,,,,62,27,80,54,47,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李堪,,李堪,李堪,Lǐ Kān,リタン,,,74,45,54,76,50,38,53,30,54,23,58,51,38,54,,,,,,,,,,,,,,,,,,,,,,,62,70,32,38,59,67,33,36,34,58,69,33,37,45,,,,,
李球,,李球,李球,Lǐ Qiú,リキュウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,71,53,58,,,,,,,,,,,,,,,
李歆,,李歆,李歆,Lǐ Xīn,リキン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,49,44,62,65,68,49,43,,,,,,,,,,,,,,,
陸鬱生,,陸鬱生,陆郁生,Lù Yùshēng,リクウツセイ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,33,71,70,80,,,,,SAN11 家機版限定武將。
陸凱,敬風,陸凱,陆凯,Lù Kǎi,リクガイ,,,,,,,,,,,,,,,,,51,30,71,85,74,25,71,92,78,66,30,72,91,77,63,67,83,68,61,67,83,72,65,57,83,86,65,59,78,85,73,65,61,78,85,73,65,61,79,85,
陸景,士仁,陸景,陆景,Lù Jǐng,リクケイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,76,75,74,72,65,76,75,,,,,,,,,,,,,,,
陸抗,幼節,陸抗,陆抗,Lù Kàng,リクコウ,,,,,,,,,,,65,98,77,77,69,87,94,72,80,72,85,78,94,84,87,95,69,94,87,86,82,86,64,70,70,88,85,87,90,55,92,85,91,62,89,83,86,91,63,87,85,87,91,63,87,85,
陸績,公紀,陸績,陆绩,Lù Jì,リクセキ,,,78,68,33,38,65,69,33,69,27,20,32,68,54,65,30,22,67,53,64,22,76,67,69,44,29,73,70,66,23,64,68,41,23,65,69,41,17,6,68,72,12,7,65,69,39,20,7,71,72,44,20,7,72,72,
陸遜,伯言,陸遜,陆逊,Lù Xùn,リクソン,,,89,93,83,68,57,96,81,85,71,99,80,95,87,88,96,79,97,87,95,79,97,87,94,98,68,98,93,94,89,95,93,91,67,96,90,91,98,66,96,90,97,66,95,90,90,96,69,95,87,90,94,69,95,87,
李珪,,李珪,李珪,Lǐ Guī,リケイ,,,,,,,,63,29,73,24,12,28,58,65,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李嚴,正方,李厳,李严,Lǐ Yán,リゲン,,,53,38,40,21,44,65,76,75,72,70,75,74,54,71,76,86,80,44,72,87,82,41,80,80,84,81,48,78,75,82,80,68,86,75,80,74,81,83,72,74,84,83,80,81,52,83,84,75,74,52,83,84,76,74,
李氏,,李氏,李氏,Lǐ Shì,リシ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,18,68,74,72,,,,,SAN11 家機版限定武將。
李儒,,李儒,李儒,Lǐ Rú,リジュ,,,35,91,29,33,44,91,27,43,77,72,25,90,78,42,67,20,90,84,44,15,91,85,44,64,22,90,81,35,21,90,64,37,44,93,76,37,61,29,94,70,66,29,93,76,35,61,26,93,75,38,61,26,93,75,
李肅,,李粛,李肃,Lǐ Sù,リシュク,,,71,26,58,17,51,47,53,44,50,24,54,68,69,40,38,54,67,68,41,38,69,68,55,27,45,67,69,46,50,34,36,36,66,57,36,35,47,68,61,17,48,61,64,30,26,46,69,59,15,36,46,69,61,45,
李勝,公昭,李勝,李胜,Lǐ Shèng,リショウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,46,74,53,13,23,29,72,13,26,32,71,55,12,22,29,69,51,,,,,
李暹,,李暹,李暹,Lǐ Xiān,リセン,,,,,,,,,,,62,25,78,59,50,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李通,文達,李通,李通,Lǐ Tōng,リツウ,,,,,,,,57,69,59,62,25,67,56,43,54,,,,,,,,,,,,,,,,,,,,,,,72,81,48,54,75,84,52,49,54,73,81,57,63,73,73,81,62,63,
李典,曼成,李典,李典,Lǐ Diǎn,リテン,,,87,38,49,71,33,40,56,45,73,70,72,47,36,53,70,72,46,38,55,78,81,49,69,75,68,82,61,65,76,83,74,68,76,78,72,62,77,78,78,72,77,77,80,72,61,78,77,79,74,65,78,77,79,74,
李孚,子憲,李孚,李孚,Lǐ Fú,リフ,,,,,,,,,,,37,19,48,62,75,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,36,74,73,69,,,,,
李別,,李別,李别,Lǐ Bié,リベツ,,,,,,,,,,,54,21,65,39,31,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李輔,,李輔,李辅,Lǐ Fǔ,リホ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,67,57,47,,,,,,,,,,,,,,,
李封,,李封,李封,Lǐ Fēng,リホウ,,,,,,,,,,,56,20,70,52,41,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李豐 (蜀漢),,李豊,李丰,Lǐ Fēng,リホウ,,,,,,,,,,,,,,,,,61,62,50,63,59,62,62,60,64,59,56,62,68,58,58,41,53,46,60,68,77,61,64,46,68,75,56,50,68,75,66,55,48,67,72,67,,,,,蜀武將，李嚴子。
李豐 (曹魏),安國,李豊,李丰,Lǐ Fēng,リホウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,71,68,62,24,34,69,71,23,25,71,72,66,25,35,67,71,60,,,,,魏官僚。
李豐 (東漢),,李豊,李丰,Lǐ Fēng,リホウ,,,88,28,33,38,53,33,69,41,62,26,68,35,23,45,,,,,,,,,,,,,,,,,,,,,,,,,,,72,77,50,24,53,69,74,50,22,47,69,74,50,22,袁術武將。
李鵬,,李鵬,李鹏,Lǐ Péng,リホウ,,,,,,,,,,,,,,,,,46,70,39,41,47,70,38,40,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李蒙,,李蒙,李蒙,Lǐ Mēng,リモウ,,,,,,,,,,,58,23,65,57,42,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劉永,,劉永,刘永,Liú Yǒng,リュウエイ,,,82,66,21,37,52,,,,46,17,52,62,69,53,46,53,64,69,60,20,65,69,72,39,28,64,73,80,26,43,56,43,27,40,52,53,,,,,,,,,,,,,,,,,,,
劉焉,君郎,劉焉,刘焉,Liú Yān,リュウエン,,,57,84,32,95,61,85,45,90,38,19,43,72,83,86,36,42,72,82,84,36,75,82,86,60,40,74,81,89,68,82,91,88,31,66,81,81,51,36,76,81,54,40,79,81,85,53,38,80,81,85,53,38,80,81,
劉延,,劉延,刘延,Liú Yán,リュウエン,,,,,,,,,,,40,20,45,50,57,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一代二代「劉延」於劉度帳下，為「劉賢」別名，非東郡太守劉延。
劉和,,劉和,刘和,Liú Hé,リュウカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,16,59,68,72,,,,,
劉璝,,劉璝,刘璝,Liú Guī,リュウカイ,,,73,47,50,67,49,42,50,31,47,22,51,60,70,26,,,,,,,,,,,,,,,,,,,77,55,50,67,71,74,50,43,75,72,66,49,63,71,73,66,44,62,71,73,67,44,八代作「劉貴」。
劉琦,,劉琦,刘琦,Liú Qí,リュウキ,,,89,92,30,84,18,84,30,71,50,46,30,63,72,68,47,13,73,61,68,7,75,64,75,57,19,73,70,80,19,51,61,63,24,49,72,73,46,10,56,72,41,9,54,73,73,52,12,62,71,73,52,12,63,71,
劉虞,伯安,劉虞,刘虞,Liú Yú,リュウグ,,,,,,,,,,,,,,,,,,,,,,,,,,68,34,72,63,93,42,68,62,90,52,70,73,95,56,44,70,91,49,34,70,79,92,55,33,69,78,92,55,33,70,78,
劉勳,子台,劉勳,刘勋,Liú Xūn,リュウクン,,,,,,,,,,,51,21,59,56,49,54,,,,,,,,,,,,,,,63,53,51,58,64,43,48,52,48,63,35,25,51,64,50,47,54,47,63,35,16,32,47,63,35,16,
劉賢,,劉賢,刘贤,Liú Xián,リュウケン,,,79,46,50,58,63,41,44,39,49,23,58,58,63,49,47,59,57,64,49,58,55,64,71,32,56,55,68,69,60,62,36,42,60,47,48,46,53,60,52,45,52,61,56,43,51,54,66,51,40,52,54,66,51,40,一代二代作「劉延」。
留贊,正明,留賛,留贊,Liú Zàn,リュウサン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,47,53,47,73,74,64,58,74,75,66,55,65,78,75,64,57,62,78,81,64,57,
劉氏,,劉氏,刘氏,Liú Shì,リュウシ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,66,49,69,23,8,67,59,
劉俊,,劉俊,刘俊,Liú Jùn,リュウシュン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,58,40,57,,,,,,,,,,,,,,,
劉晙,,劉晙,刘晙,Liú Jùn,リュウシュン,,,,,,,,,,,61,29,67,52,46,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劉循,,劉循,刘循,Liú Xún,リュウジュン,,,87,45,60,88,37,45,60,58,52,25,58,44,37,60,72,58,51,45,60,65,52,47,70,67,61,54,44,75,46,34,31,43,66,44,46,58,46,51,40,51,47,57,46,37,65,63,46,41,50,57,63,46,41,50,
劉劭,孔才,劉劭,刘劭,Liú Shào,リュウショウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,53,60,59,71,62,72,86,66,51,73,82,65,71,53,74,79,70,68,53,74,79,
劉璋,季玉,劉璋,刘璋,Liú Zhāng,リュウショウ,,,74,70,51,94,60,70,50,90,47,21,52,51,63,82,48,53,50,63,82,33,60,43,85,38,31,63,55,87,27,48,46,53,17,37,46,80,3,3,5,33,18,15,10,45,75,16,5,9,38,65,31,5,34,38,
劉丞,,劉丞,刘丞,Liú Chéng,リュウジョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,49,47,58,59,64,36,34,46,69,29,35,55,45,65,33,33,56,,,,,
劉寔,子真,劉寔,刘寔,Liú Shí,リュウショク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,23,72,68,,,,,,,,,,,,,,,
劉諶,,劉諶,刘谌,Liú Chén,リュウシン,,,,,,,,,,,62,20,63,61,64,81,67,64,61,68,80,68,50,67,81,63,46,70,44,88,43,61,53,68,60,59,64,80,62,65,70,72,45,58,65,62,75,60,62,69,73,82,60,62,70,73,
劉先,,劉先,刘先,Liú Xiān,リュウセン,,,,,,,,,,,49,20,55,58,69,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劉璿,文衡,劉璿,刘璇,Liú Xuán,リュウセン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,52,36,51,9,21,39,44,55,8,21,36,51,55,,,,,
劉禪,公嗣,劉禅,刘禅,Liú Shàn,リュウゼン,,,71,34,24,93,81,33,23,74,18,4,22,20,32,64,20,13,17,36,70,7,30,32,78,24,17,21,23,92,26,34,27,62,11,28,30,62,3,2,4,7,3,5,9,4,64,3,5,9,4,56,3,5,9,4,
劉琮,,劉琮,刘琮,Liú Cóng,リュウソウ,,,74,62,78,93,60,70,60,51,52,16,59,52,65,48,46,56,49,62,51,30,60,61,78,22,26,61,75,76,24,58,55,53,22,65,55,63,22,22,66,61,16,20,66,56,63,24,22,64,65,70,24,22,65,65,
劉岱 (東漢),公山,劉岱,刘岱,Liú Dài,リュウタイ,,,87,34,67,25,67,48,64,68,59,27,64,43,29,18,58,63,44,30,19,65,41,15,33,61,57,62,19,27,63,48,43,51,63,38,41,43,56,64,36,68,53,63,34,52,37,53,65,32,54,42,,,,,遊戲同演義，將兗州刺史與曹操部將兩劉岱混淆為同一人。
劉胄,,劉胄,刘胄,Liú Zhòu,リュウチュウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,78,42,35,
劉度,,劉度,刘度,Liú Dù,リュウド,,,76,42,40,67,56,55,54,66,48,23,53,55,63,63,44,53,55,62,64,50,45,52,70,35,33,68,70,71,56,58,48,52,38,39,49,52,11,25,29,47,25,15,23,51,52,25,23,26,49,53,25,23,26,49,
劉巴,子初,劉巴,刘巴,Liú Bā,リュウハ,,,85,82,62,46,66,60,32,48,53,25,54,70,62,49,51,55,70,63,49,45,70,67,61,47,32,70,71,61,64,78,76,53,52,78,77,63,19,20,72,80,13,22,74,78,58,14,22,74,81,57,29,22,75,81,
劉磐,,劉磐,刘磐,Liú Pán,リュウバン,,,,,,,,34,35,66,48,28,53,56,52,62,,,,,,,,,,,,,,,,,,,,,,,,,,,74,79,48,46,53,69,76,47,43,55,69,76,47,43,
劉備,玄德,劉備,刘备,Liú Bèi,リュウビ,,,85,95,63,99,71,85,70,99,60,29,68,78,82,99,60,72,76,85,99,79,77,80,99,85,75,70,78,99,82,80,76,98,70,71,78,98,75,74,73,78,78,72,73,78,99,75,73,74,78,99,81,77,78,80,
劉豹 (匈奴),,劉豹,刘豹,Liú Bào,リュウヒョウ,,匈奴,,,,,,,,,,,,,,,80,65,78,67,59,66,79,49,81,76,55,71,61,81,52,34,33,52,68,43,54,52,,,,,62,67,48,52,63,,,,,,73,74,48,52,四代五代稱左賢王。
劉豹 (蜀漢),,劉豹,刘豹,Liú Bào,リュウヒョウ,,,,,,,,60,14,56,12,6,15,51,63,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劉表,景升,劉表,刘表,Liú Biǎo,リュウヒョウ,,,41,74,46,96,25,74,73,68,70,67,70,65,74,69,70,65,69,74,68,61,71,74,83,71,57,71,79,87,36,78,83,74,40,69,83,82,46,28,68,80,53,31,71,84,83,48,31,71,81,83,48,31,72,81,
劉馥,元穎,劉馥,刘馥,Liú Fù,リュウフク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,50,73,87,84,64,49,73,87,83,64,49,74,87,
留平,,留平,留平,Liú Píng,リュウヘイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,72,57,62,70,69,72,62,65,70,67,57,62,70,71,68,57,63,,,,,
劉辟,,劉辟,刘辟,Liú Bì,リュウヘキ,,,,,,,,,,,65,28,67,59,42,61,,,,,,72,27,27,41,63,71,23,33,37,72,21,30,56,68,21,30,47,73,70,43,40,74,68,51,34,55,70,72,47,34,55,70,72,47,34,
柳甫,,柳甫,柳甫,Liǔ Fǔ,リュウホ,,,,,,,,,,,32,15,42,61,69,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劉封,,劉封,刘封,Liú Fēng,リュウホウ,,,85,71,43,81,96,58,61,60,59,21,63,57,50,59,60,67,57,51,60,70,61,38,70,60,65,62,40,70,73,43,42,62,78,46,54,76,76,77,45,47,77,79,48,58,77,75,79,44,50,76,75,79,44,50,
劉繇,正禮,劉繇,刘繇,Liú Yáo,リュウヨウ,,,71,56,17,43,54,56,18,23,18,6,20,41,53,22,19,15,40,54,23,20,40,56,69,23,22,48,67,68,74,61,68,70,70,34,52,59,54,67,30,71,64,65,37,73,64,62,67,46,70,64,62,67,46,70,
